job_title,category,job_details,processed_terms
IT SUPPORT,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Deskripsi Pekerjaan :
Menginstal, mengonfigurasi, dan memelihara perangkat keras, perangkat lunak, jaringan, dan sistem IT lainnya.
Memberikan dukungan teknis kepada pengguna (troubleshooting) untuk mengatasi permasalahan perangkat keras dan perangkat lunak.
Mengelola akun pengguna dan memastikan keamanan akses ke sistem IT perusahaan.
Melakukan pemeliharaan berkala terhadap perangkat keras dan jaringan untuk memastikan kelancaran operasional.
Mengembangkan dan memperbarui dokumentasi terkait sistem dan prosedur IT.
Mendukung implementasi proyek IT baru sesuai dengan kebutuhan perusahaan.
Berkoordinasi dengan vendor eksternal terkait perbaikan atau pembaruan perangkat keras dan perangkat lunak.
Menangani backup data secara rutin dan memastikan sistem keamanan data perusahaan.
Kualifikasi:
Pendidikan minimal D3/S1 di bidang Teknologi Informasi, Sistem Informasi, Teknik Informatika, atau jurusan terkait.
Pengalaman minimal 1-2 tahun di bidang IT Support atau posisi serupa (fresh graduate dipersilakan melamar).
Memahami instalasi, konfigurasi, dan troubleshooting perangkat keras dan perangkat lunak.
Menguasai dasar-dasar jaringan (LAN, WAN, IP Address, dll.).
Memiliki pengetahuan tentang sistem operasi (Windows, MacOS, Linux, Miktotik) dan aplikasi perkantoran (Microsoft Office, Email Outlook dll.).
Memiliki kemampuan komunikasi dan analisis yang baik untuk menangani permasalahan teknis.
Mampu bekerja secara individu maupun dalam tim.
Bersedia untuk bekerja di bawah tekanan dan menangani banyak tugas secara bersamaan.
Memiliki sertifikasi di bidang IT (seperti CompTIA, CCNA, atau sejenisnya) akan menjadi nilai tambah.","['deskripsi', 'kerja', 'menginstal', 'konfigurasi', 'pelihara', 'perangkat', 'kera', 'perangkat', 'lunak', 'jaring', 'sistem', 'dukung', 'teknis', 'guna', 'troubleshooting', 'atas', 'masalah', 'perangkat', 'kera', 'perangkat', 'lunak', 'kelola', 'akun', 'guna', 'aman', 'akses', 'sistem', 'usaha', 'pelihara', 'kala', 'perangkat', 'kera', 'jaring', 'lancar', 'operasional', 'kembang', 'baru', 'dokumentasi', 'kait', 'sistem', 'prosedur', 'dukung', 'implementasi', 'proyek', 'sesuai', 'butuh', 'usaha', 'koordinasi', 'vendor', 'eksternal', 'kait', 'baik', 'baru', 'perangkat', 'kera', 'perangkat', 'lunak', 'tangan', 'backup', 'data', 'rutin', 'sistem', 'aman', 'data', 'usaha', 'didik', 'minimal', 'd', 'bidang', 'teknologi', 'informasi', 'sistem', 'informasi', 'teknik', 'informatika', 'jurus', 'kait', 'alam', 'minimal', 'bidang', 'support', 'posisi', 'fresh', 'graduate', 'sila', 'lamar', 'paham', 'instalasi', 'konfigurasi', 'troubleshooting', 'perangkat', 'kera', 'perangkat', 'lunak', 'kuasa', 'dasardasar', 'jaring', 'lan', 'wan', 'ip', 'address', 'milik', 'tahu', 'sistem', 'operasi', 'window', 'macos', 'linux', 'miktotik', 'aplikasi', 'kantor', 'microsoft', 'office', 'email', 'outlook', 'milik', 'mampu', 'komunikasi', 'analisis', 'tangan', 'masalah', 'teknis', 'individu', 'tim', 'sedia', 'tekan', 'tangan', 'sama', 'milik', 'sertifikasi', 'bidang', 'comptia', 'ccna', 'jenis', 'nilai', 'deskripsi_kerja', 'kerja_menginstal', 'menginstal_konfigurasi', 'konfigurasi_pelihara', 'pelihara_perangkat', 'perangkat_kera', 'kera_perangkat', 'perangkat_lunak', 'lunak_jaring', 'jaring_sistem', 'sistem_dukung', 'dukung_teknis', 'teknis_guna', 'guna_troubleshooting', 'troubleshooting_atas', 'atas_masalah', 'masalah_perangkat', 'perangkat_kera', 'kera_perangkat', 'perangkat_lunak', 'lunak_kelola', 'kelola_akun', 'akun_guna', 'guna_aman', 'aman_akses', 'akses_sistem', 'sistem_usaha', 'usaha_pelihara', 'pelihara_kala', 'kala_perangkat', 'perangkat_kera', 'kera_jaring', 'jaring_lancar', 'lancar_operasional', 'operasional_kembang', 'kembang_baru', 'baru_dokumentasi', 'dokumentasi_kait', 'kait_sistem', 'sistem_prosedur', 'prosedur_dukung', 'dukung_implementasi', 'implementasi_proyek', 'proyek_sesuai', 'sesuai_butuh', 'butuh_usaha', 'usaha_koordinasi', 'koordinasi_vendor', 'vendor_eksternal', 'eksternal_kait', 'kait_baik', 'baik_baru', 'baru_perangkat', 'perangkat_kera', 'kera_perangkat', 'perangkat_lunak', 'lunak_tangan', 'tangan_backup', 'backup_data', 'data_rutin', 'rutin_sistem', 'sistem_aman', 'aman_data', 'data_usaha', 'usaha_didik', 'didik_minimal', 'minimal_d', 'd_bidang', 'bidang_teknologi', 'teknologi_informasi', 'informasi_sistem', 'sistem_informasi', 'informasi_teknik', 'teknik_informatika', 'informatika_jurus', 'jurus_kait', 'kait_alam', 'alam_minimal', 'minimal_bidang', 'bidang_support', 'support_posisi', 'posisi_fresh', 'fresh_graduate', 'graduate_sila', 'sila_lamar', 'lamar_paham', 'paham_instalasi', 'instalasi_konfigurasi', 'konfigurasi_troubleshooting', 'troubleshooting_perangkat', 'perangkat_kera', 'kera_perangkat', 'perangkat_lunak', 'lunak_kuasa', 'kuasa_dasardasar', 'dasardasar_jaring', 'jaring_lan', 'lan_wan', 'wan_ip', 'ip_address', 'address_milik', 'milik_tahu', 'tahu_sistem', 'sistem_operasi', 'operasi_window', 'window_macos', 'macos_linux', 'linux_miktotik', 'miktotik_aplikasi', 'aplikasi_kantor', 'kantor_microsoft', 'microsoft_office', 'office_email', 'email_outlook', 'outlook_milik', 'milik_mampu', 'mampu_komunikasi', 'komunikasi_analisis', 'analisis_tangan', 'tangan_masalah', 'masalah_teknis', 'teknis_individu', 'individu_tim', 'tim_sedia', 'sedia_tekan', 'tekan_tangan', 'tangan_sama', 'sama_milik', 'milik_sertifikasi', 'sertifikasi_bidang', 'bidang_comptia', 'comptia_ccna', 'ccna_jenis', 'jenis_nilai']"
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Job Desc:
Mengatasi masalah teknis yang terjadi
Melakukan pengecekan terhadap permasalahan aplikasi
Melakukan pembelajaran dan sosialisasi ke Pengguna terhadap aplikasi
Melakukan control dan pemeliharaan atas fungsi dan tujuan atas aplikasi yang di implementasikan
Troubleshooting Hardware, Software maupun Jaringan
Kualifikasi:
Pendidikan minimal S1 jurusan komputer / sistem informatika/ teknik
Pengalaman di bidang yang sama minimal 2 tahun
Memiliki keterampilan komunikasi dan pemecahan masalah yang baik
Dapat mengoperasikan Microsoft Office
Penempatan Head Office Jakarta","['job', 'desc', 'atas', 'teknis', 'kece', 'masalah', 'aplikasi', 'ajar', 'sosialisasi', 'guna', 'aplikasi', 'control', 'pelihara', 'fungsi', 'tuju', 'aplikasi', 'implementasi', 'troubleshooting', 'hardware', 'software', 'jaring', 'didik', 'minimal', 'jurus', 'komputer', 'sistem', 'informatika', 'teknik', 'alam', 'bidang', 'minimal', 'milik', 'terampil', 'komunikasi', 'pecah', 'operasi', 'microsoft', 'office', 'tempat', 'head', 'office', 'jakarta', 'job_desc', 'desc_atas', 'atas_teknis', 'teknis_kece', 'kece_masalah', 'masalah_aplikasi', 'aplikasi_ajar', 'ajar_sosialisasi', 'sosialisasi_guna', 'guna_aplikasi', 'aplikasi_control', 'control_pelihara', 'pelihara_fungsi', 'fungsi_tuju', 'tuju_aplikasi', 'aplikasi_implementasi', 'implementasi_troubleshooting', 'troubleshooting_hardware', 'hardware_software', 'software_jaring', 'jaring_didik', 'didik_minimal', 'minimal_jurus', 'jurus_komputer', 'komputer_sistem', 'sistem_informatika', 'informatika_teknik', 'teknik_alam', 'alam_bidang', 'bidang_minimal', 'minimal_milik', 'milik_terampil', 'terampil_komunikasi', 'komunikasi_pecah', 'pecah_operasi', 'operasi_microsoft', 'microsoft_office', 'office_tempat', 'tempat_head', 'head_office', 'office_jakarta']"
D3 for Data Analyst - Production Staff (CODE : PROD DA),Pengembangan & Administrasi Database (Teknologi Informasi & Komunikasi),"About the role
We are seeking a talented Data Analyst to join our dynamic Production team at PT Panasonic Gobel Energy Indonesia (PECGI) in Cibitung District, Bekasi, West Java. As a fulltime employee, you will play a crucial role in driving data-driven decision making and optimising our production processes.
What you'll be doing
Collect, analyse and interpret data from various production systems to identify trends, patterns and opportunities for improvement
Develop and maintain reporting dashboards to provide real-time visibility into production performance
Collaborate with cross-functional teams to implement data-driven solutions that enhance efficiency and productivity
Assist in the design and development of database structures to support the organisation's data management needs
Provide data-driven recommendations to management to drive strategic decision making
Stay up-to-date with the latest data analysis tools and techniques to continuously improve processes
What we're looking for
D3 qualification in a relevant field such as Information Technology, Computer Science or Data Analytics
Proficient in data analysis tools and techniques, including SQL, Excel, and data visualisation software
Strong problem-solving and critical thinking skills with the ability to interpret data and draw meaningful insights
Excellent communication and presentation skills to effectively convey data-driven insights to stakeholders
Familiarity with production processes and an understanding of manufacturing operations
Attention to detail and a keen interest in continuous improvement
What we offer
At PT Panasonic Gobel Energy Indonesia (PECGI), we are committed to providing a rewarding and fulfilling work environment. You will have the opportunity to contribute to the growth and success of our organisation, while benefiting from:
- Competitive remuneration package
- Comprehensive health and welfare benefits
- Opportunities for professional development and career advancement
- Collaborative and supportive team environment
If you are ready to embark on an exciting data-driven journey with us, we encourage you to apply now.","['role', 'talented', 'data', 'analyst', 'dynamic', 'production', 'team', 'panasonic', 'gobel', 'energy', 'indonesia', 'pecgi', 'cibitung', 'district', 'bekas', 'west', 'java', 'fulltime', 'employee', 'play', 'crucial', 'role', 'driving', 'datadriven', 'decision', 'making', 'optimising', 'production', 'process', 'youll', 'collect', 'analyse', 'interpret', 'data', 'various', 'production', 'system', 'identify', 'trend', 'pattern', 'opportunity', 'improvement', 'develop', 'maintain', 'reporting', 'dashboard', 'provide', 'realtime', 'visibility', 'production', 'performance', 'collaborate', 'crossfunctional', 'team', 'implement', 'datadriven', 'solution', 'enhance', 'efficiency', 'productivity', 'assist', 'design', 'development', 'database', 'structure', 'support', 'organisation', 'data', 'management', 'need', 'provide', 'datadriven', 'recommendation', 'management', 'drive', 'strategic', 'decision', 'making', 'stay', 'uptodate', 'latest', 'data', 'analysis', 'tool', 'technique', 'continuously', 'improve', 'process', 'relevant', 'field', 'information', 'technology', 'computer', 'science', 'data', 'analytics', 'data', 'analysis', 'tool', 'technique', 'including', 'sql', 'excel', 'data', 'visualisation', 'software', 'strong', 'problemsolving', 'critical', 'thinking', 'ability', 'interpret', 'data', 'draw', 'meaningful', 'insight', 'excellent', 'communication', 'presentation', 'effectively', 'convey', 'datadriven', 'insight', 'stakeholder', 'production', 'process', 'understanding', 'manufacturing', 'operation', 'attention', 'detail', 'keen', 'interest', 'continuous', 'improvement', 'offer', 'panasonic', 'gobel', 'energy', 'indonesia', 'pecgi', 'committed', 'providing', 'rewarding', 'fulfilling', 'work', 'environment', 'opportunity', 'contribute', 'growth', 'success', 'organisation', 'benefiting', 'competitive', 'remuneration', 'package', 'comprehensive', 'health', 'welfare', 'opportunity', 'professional', 'development', 'career', 'advancement', 'collaborative', 'supportive', 'team', 'environment', 'ready', 'embark', 'exciting', 'datadriven', 'journey', 'u', 'encourage', 'role_talented', 'talented_data', 'data_analyst', 'analyst_dynamic', 'dynamic_production', 'production_team', 'team_panasonic', 'panasonic_gobel', 'gobel_energy', 'energy_indonesia', 'indonesia_pecgi', 'pecgi_cibitung', 'cibitung_district', 'district_bekas', 'bekas_west', 'west_java', 'java_fulltime', 'fulltime_employee', 'employee_play', 'play_crucial', 'crucial_role', 'role_driving', 'driving_datadriven', 'datadriven_decision', 'decision_making', 'making_optimising', 'optimising_production', 'production_process', 'process_youll', 'youll_collect', 'collect_analyse', 'analyse_interpret', 'interpret_data', 'data_various', 'various_production', 'production_system', 'system_identify', 'identify_trend', 'trend_pattern', 'pattern_opportunity', 'opportunity_improvement', 'improvement_develop', 'develop_maintain', 'maintain_reporting', 'reporting_dashboard', 'dashboard_provide', 'provide_realtime', 'realtime_visibility', 'visibility_production', 'production_performance', 'performance_collaborate', 'collaborate_crossfunctional', 'crossfunctional_team', 'team_implement', 'implement_datadriven', 'datadriven_solution', 'solution_enhance', 'enhance_efficiency', 'efficiency_productivity', 'productivity_assist', 'assist_design', 'design_development', 'development_database', 'database_structure', 'structure_support', 'support_organisation', 'organisation_data', 'data_management', 'management_need', 'need_provide', 'provide_datadriven', 'datadriven_recommendation', 'recommendation_management', 'management_drive', 'drive_strategic', 'strategic_decision', 'decision_making', 'making_stay', 'stay_uptodate', 'uptodate_latest', 'latest_data', 'data_analysis', 'analysis_tool', 'tool_technique', 'technique_continuously', 'continuously_improve', 'improve_process', 'process_relevant', 'relevant_field', 'field_information', 'information_technology', 'technology_computer', 'computer_science', 'science_data', 'data_analytics', 'analytics_data', 'data_analysis', 'analysis_tool', 'tool_technique', 'technique_including', 'including_sql', 'sql_excel', 'excel_data', 'data_visualisation', 'visualisation_software', 'software_strong', 'strong_problemsolving', 'problemsolving_critical', 'critical_thinking', 'thinking_ability', 'ability_interpret', 'interpret_data', 'data_draw', 'draw_meaningful', 'meaningful_insight', 'insight_excellent', 'excellent_communication', 'communication_presentation', 'presentation_effectively', 'effectively_convey', 'convey_datadriven', 'datadriven_insight', 'insight_stakeholder', 'stakeholder_production', 'production_process', 'process_understanding', 'understanding_manufacturing', 'manufacturing_operation', 'operation_attention', 'attention_detail', 'detail_keen', 'keen_interest', 'interest_continuous', 'continuous_improvement', 'improvement_offer', 'offer_panasonic', 'panasonic_gobel', 'gobel_energy', 'energy_indonesia', 'indonesia_pecgi', 'pecgi_committed', 'committed_providing', 'providing_rewarding', 'rewarding_fulfilling', 'fulfilling_work', 'work_environment', 'environment_opportunity', 'opportunity_contribute', 'contribute_growth', 'growth_success', 'success_organisation', 'organisation_benefiting', 'benefiting_competitive', 'competitive_remuneration', 'remuneration_package', 'package_comprehensive', 'comprehensive_health', 'health_welfare', 'welfare_opportunity', 'opportunity_professional', 'professional_development', 'development_career', 'career_advancement', 'advancement_collaborative', 'collaborative_supportive', 'supportive_team', 'team_environment', 'environment_ready', 'ready_embark', 'embark_exciting', 'exciting_datadriven', 'datadriven_journey', 'journey_u', 'u_encourage']"
Admin IT,Pengembangan & Administrasi Database (Teknologi Informasi & Komunikasi),"Kualifikasi :
Pendidikan minimal S1 Semua Jurusan
Memiliki pengalaman kerja dibidang yang sama minimal 1 tahun
Mampu pengetahuan dan mengoperasikan komputer
Menguasai program MS. Office
Penempatan di Head Office, Jakarta Selatan.
Tugas-tugas Pokok :
Melakukan proses pembelian kebutuhan perangkat keras dan lunak IT
Memastikan pengadaan sesuai spesifikasi dan anggaran
Menjalin komunikasi dengan vendor untuk pengadaan barang dan jasa IT
Mengelola dan memantau penggunaan SIM Card Provider Seluler perusahaan serta melakukan aktivasi, penonaktifan dan koordinasi dengan provider untuk kebutuhan paket data atau kendala jaringan
Mencatat dan mendistribusikan tiket permintaan bantuan teknis, memantau proses penyelesaian masalah serta mendukung dokumentasi dan laporan aktivitas helpdesk
Mengelola arsip kontrak kerja sama dengan vendor, melakukan pemantauan masa berlaku kontrak, serta mengoordinasikan proses perpanjangan atau evaluasi kontrak sesuai kebutuhan
Benefit :
Gaji Pokok
Uang Makan
Uang Transport
Bonus
Tunjangan Hari Raya (THR)","['didik', 'minimal', 'jurus', 'milik', 'alam', 'kerja', 'bidang', 'minimal', 'tahu', 'operasi', 'komputer', 'kuasa', 'program', 'm', 'office', 'tempat', 'head', 'office', 'jakarta', 'selatan', 'tugastugas', 'prose', 'beli', 'butuh', 'perangkat', 'kera', 'lunak', 'ada', 'sesuai', 'spesifikasi', 'anggar', 'jalin', 'komunikasi', 'vendor', 'ada', 'barang', 'jasa', 'kelola', 'pantau', 'guna', 'sim', 'card', 'provider', 'seluler', 'usaha', 'aktivasi', 'nonaktif', 'koordinasi', 'provider', 'butuh', 'paket', 'data', 'kendala', 'jaring', 'catat', 'distribusi', 'tiket', 'minta', 'bantu', 'teknis', 'pantau', 'prose', 'selesai', 'dukung', 'dokumentasi', 'lapor', 'aktivitas', 'helpdesk', 'kelola', 'arsip', 'kontrak', 'kerja', 'vendor', 'pantau', 'laku', 'kontrak', 'koordinasi', 'prose', 'panjang', 'evaluasi', 'kontrak', 'sesuai', 'butuh', 'didik_minimal', 'minimal_jurus', 'jurus_milik', 'milik_alam', 'alam_kerja', 'kerja_bidang', 'bidang_minimal', 'minimal_tahu', 'tahu_operasi', 'operasi_komputer', 'komputer_kuasa', 'kuasa_program', 'program_m', 'm_office', 'office_tempat', 'tempat_head', 'head_office', 'office_jakarta', 'jakarta_selatan', 'selatan_tugastugas', 'tugastugas_prose', 'prose_beli', 'beli_butuh', 'butuh_perangkat', 'perangkat_kera', 'kera_lunak', 'lunak_ada', 'ada_sesuai', 'sesuai_spesifikasi', 'spesifikasi_anggar', 'anggar_jalin', 'jalin_komunikasi', 'komunikasi_vendor', 'vendor_ada', 'ada_barang', 'barang_jasa', 'jasa_kelola', 'kelola_pantau', 'pantau_guna', 'guna_sim', 'sim_card', 'card_provider', 'provider_seluler', 'seluler_usaha', 'usaha_aktivasi', 'aktivasi_nonaktif', 'nonaktif_koordinasi', 'koordinasi_provider', 'provider_butuh', 'butuh_paket', 'paket_data', 'data_kendala', 'kendala_jaring', 'jaring_catat', 'catat_distribusi', 'distribusi_tiket', 'tiket_minta', 'minta_bantu', 'bantu_teknis', 'teknis_pantau', 'pantau_prose', 'prose_selesai', 'selesai_dukung', 'dukung_dokumentasi', 'dokumentasi_lapor', 'lapor_aktivitas', 'aktivitas_helpdesk', 'helpdesk_kelola', 'kelola_arsip', 'arsip_kontrak', 'kontrak_kerja', 'kerja_vendor', 'vendor_pantau', 'pantau_laku', 'laku_kontrak', 'kontrak_koordinasi', 'koordinasi_prose', 'prose_panjang', 'panjang_evaluasi', 'evaluasi_kontrak', 'kontrak_sesuai', 'sesuai_butuh']"
IT Support,Meja Bantuan & Dukungan IT (Teknologi Informasi & Komunikasi),"Fresh Graduate atau berpengalamanan sebagai IT Network & Infrastructure
Berpengalaman dalam pengelolaan kinerja server (pembuatan, pengaturan, dan pemantauan server)
Mampu menjaga jaringan (LAN & WAN)
Familiar dengan CCTV, Electronic Security System, VMWare Server dan SQL Server
Memiliki sertifikat Cisco CCNA lebih diutamakan
Mampu bekerja sama dengan baik dalam Team
Rajin, disiplin dan pekerja keras
Pendidikan Minimal D3 Informatika","['fresh', 'graduate', 'berpengalamanan', 'network', 'infrastructure', 'alam', 'kelola', 'kerja', 'server', 'buat', 'atur', 'pantau', 'server', 'jaga', 'jaring', 'lan', 'wan', 'familiar', 'cctv', 'electronic', 'security', 'system', 'vmware', 'server', 'sql', 'server', 'milik', 'sertifikat', 'cisco', 'ccna', 'utama', 'team', 'rajin', 'disiplin', 'kerja', 'kera', 'didik', 'minimal', 'informatika', 'fresh_graduate', 'graduate_berpengalamanan', 'berpengalamanan_network', 'network_infrastructure', 'infrastructure_alam', 'alam_kelola', 'kelola_kerja', 'kerja_server', 'server_buat', 'buat_atur', 'atur_pantau', 'pantau_server', 'server_jaga', 'jaga_jaring', 'jaring_lan', 'lan_wan', 'wan_familiar', 'familiar_cctv', 'cctv_electronic', 'electronic_security', 'security_system', 'system_vmware', 'vmware_server', 'server_sql', 'sql_server', 'server_milik', 'milik_sertifikat', 'sertifikat_cisco', 'cisco_ccna', 'ccna_utama', 'utama_team', 'team_rajin', 'rajin_disiplin', 'disiplin_kerja', 'kerja_kera', 'kera_didik', 'didik_minimal', 'minimal_informatika']"
Business Analyst (All Level),Analis Bisnis/Sistem (Teknologi Informasi & Komunikasi),"About us:
OTO.com (automotive financing service marketplace) is a part of CarDekho SEA (India’s biggest digital automotive solutions provider). OTO.com operates the business across Indonesia and initially focuses on new car dealerships and expanding the new business unit for used car financing, re-financing, dealer inventory funding, multifinancing, and auto insurance.
Responsibilites:
Collecting, analyzing and interpreting data, and creating reports that can be used to inform the overall business strategy.
You will work with various teams to identify trends, patterns, and opportunities, and provide insights on key metrics.
Communicating findings to stakeholders and aligning data-driven strategy.
Requirements:
Bachelor's Degree in Engineering, Finance, Economics, or related field is required.
Prior experience working as a Business Analyst / Consultant or related role (1-10 years).
Proficient in MS Excel, SQL and Data Visualization Tools such as Tableau and Python.
Strong analytical and problem-solving skills.
Excellent written and verbal communication skills (English & Bahasa).
Ability to work independently and in a team environment.
Experience in the automotive industry is a plus.
Knowledge of statistical analysis, data mining, and machine learning is a plus.","['u', 'otocom', 'automotive', 'financing', 'service', 'marketplace', 'part', 'cardekho', 'sea', 'india', '’', 'biggest', 'digital', 'automotive', 'solution', 'provider', 'otocom', 'operates', 'business', 'across', 'indonesia', 'initially', 'focus', 'new', 'car', 'dealership', 'expanding', 'new', 'business', 'unit', 'used', 'car', 'financing', 'refinancing', 'dealer', 'inventory', 'funding', 'multifinancing', 'auto', 'insurance', 'responsibilites', 'collecting', 'analyzing', 'interpreting', 'data', 'creating', 'report', 'used', 'inform', 'overall', 'business', 'strategy', 'work', 'various', 'team', 'identify', 'trend', 'pattern', 'opportunity', 'provide', 'insight', 'key', 'metric', 'communicating', 'finding', 'stakeholder', 'aligning', 'datadriven', 'strategy', 'bachelor', 'degree', 'engineering', 'finance', 'economics', 'related', 'field', 'prior', 'working', 'business', 'analyst', 'consultant', 'related', 'role', 'year', 'm', 'excel', 'sql', 'data', 'visualization', 'tool', 'tableau', 'python', 'strong', 'analytical', 'problemsolving', 'excellent', 'written', 'verbal', 'communication', 'english', 'bahasa', 'ability', 'work', 'independently', 'team', 'environment', 'automotive', 'industry', 'plus', 'knowledge', 'statistical', 'analysis', 'data', 'mining', 'machine', 'learning', 'plus', 'u_otocom', 'otocom_automotive', 'automotive_financing', 'financing_service', 'service_marketplace', 'marketplace_part', 'part_cardekho', 'cardekho_sea', 'sea_india', 'india_’', '’_biggest', 'biggest_digital', 'digital_automotive', 'automotive_solution', 'solution_provider', 'provider_otocom', 'otocom_operates', 'operates_business', 'business_across', 'across_indonesia', 'indonesia_initially', 'initially_focus', 'focus_new', 'new_car', 'car_dealership', 'dealership_expanding', 'expanding_new', 'new_business', 'business_unit', 'unit_used', 'used_car', 'car_financing', 'financing_refinancing', 'refinancing_dealer', 'dealer_inventory', 'inventory_funding', 'funding_multifinancing', 'multifinancing_auto', 'auto_insurance', 'insurance_responsibilites', 'responsibilites_collecting', 'collecting_analyzing', 'analyzing_interpreting', 'interpreting_data', 'data_creating', 'creating_report', 'report_used', 'used_inform', 'inform_overall', 'overall_business', 'business_strategy', 'strategy_work', 'work_various', 'various_team', 'team_identify', 'identify_trend', 'trend_pattern', 'pattern_opportunity', 'opportunity_provide', 'provide_insight', 'insight_key', 'key_metric', 'metric_communicating', 'communicating_finding', 'finding_stakeholder', 'stakeholder_aligning', 'aligning_datadriven', 'datadriven_strategy', 'strategy_bachelor', 'bachelor_degree', 'degree_engineering', 'engineering_finance', 'finance_economics', 'economics_related', 'related_field', 'field_prior', 'prior_working', 'working_business', 'business_analyst', 'analyst_consultant', 'consultant_related', 'related_role', 'role_year', 'year_m', 'm_excel', 'excel_sql', 'sql_data', 'data_visualization', 'visualization_tool', 'tool_tableau', 'tableau_python', 'python_strong', 'strong_analytical', 'analytical_problemsolving', 'problemsolving_excellent', 'excellent_written', 'written_verbal', 'verbal_communication', 'communication_english', 'english_bahasa', 'bahasa_ability', 'ability_work', 'work_independently', 'independently_team', 'team_environment', 'environment_automotive', 'automotive_industry', 'industry_plus', 'plus_knowledge', 'knowledge_statistical', 'statistical_analysis', 'analysis_data', 'data_mining', 'mining_machine', 'machine_learning', 'learning_plus']"
